"order_id","order_date","customer_id","customer_name","region","city","product_id","product_name","category","price","quantity","discount","payment_method","order_status","revenue"
"O10041","2024-03-25","C279","Jeffrey Stone","WEST","Unknown","P6879","t-shirt","fashion","3827.00","1","5.00","Card","Returned","3635.65"
"O10042","2024-12-21","C225","Michael Clark","WEST","Hyderabad","P5589","lamp","home","8698.00","3","15.00","Card","Cancelled","22179.90"
"O10042","2024-09-14","C470","Wendy Jones","SOUTH","Kolkata","P7268","jacket","fashion","2045.00","4","20.00","COD","Completed","6544.00"
"O10043","2024-11-04","C314","Patricia Cantu","NORTH","Kolkata","P1945","t-shirt","fashion","4792.00","4","10.00","UPI","Completed","17251.20"
"O10043","2024-04-09","C440","Aaron Espinoza","SOUTH","Bangalore","P3715","chair","home","2452.00","5","10.00","UPI","Returned","11034.00"
"O10043","2024-01-11","C388","Amy Martin","NORTH","Hyderabad","P6419","phone","electronics","39254.00","1","10.00","UPI","Returned","35328.60"
"O10044","2024-03-29","C245","Tony Jordan","NORTH","Delhi","P2646","laptop","electronics","63654.00","4","20.00","Card","Completed","203692.80"
"O10044","2024-11-07","C125","Charles White","SOUTH","Mumbai","P6233","t-shirt","fashion","4791.00","5","0.00","Card","Returned","23955.00"
"O10046","2024-05-17","C116","Miguel Riley","NORTH","Kolkata","P5309","shoes","fashion","1417.00","1","20.00","COD","Cancelled","1133.60"
"O10047","2024-12-06","C175","Holly Nichols","NORTH","Mumbai","P1227","table","home","7978.00","4","5.00","UPI","Completed","30316.40"
"O10047","2024-03-14","C328","Cody King","SOUTH","Mumbai","P6464","jeans","fashion","3157.00","2","20.00","COD","Returned","5051.20"
"O10047","2024-11-03","C198","Sharon Zhang","EAST","Mumbai","P9799","chair","home","9660.00","3","5.00","UPI","Completed","27531.00"
"O10048","2024-08-19","C453","Elizabeth Key","SOUTH","Bangalore","P2242","sofa","home","2090.00","2","15.00","COD","Returned","3553.00"
"O10048","2024-05-30","C296","Evelyn Kelly","WEST","Chennai","P4071","sofa","home","2896.00","4","10.00","UPI","Completed","10425.60"
"O10049","2024-06-18","C354","RACHAEL MORRIS","NORTH","Chennai","P9750","t-shirt","fashion","1085.00","1","5.00","COD","Returned","1030.75"
"O10050","2024-04-05","C150","Andrew Cox","NORTH","Hyderabad","P9990","headphones","electronics","6237.00","3","10.00","UPI","Completed","16839.90"
"O10051","2024-08-18","C335","Katherine Carlson","WEST","Hyderabad","P6413","jeans","fashion","1924.00","5","0.00","Card","Completed","9620.00"
"O10051","2024-06-04","C194","Jonathan Cole","EAST","Mumbai","P9779","chair","home","9451.00","2","10.00","COD","Completed","17011.80"
"O10053","2024-04-28","C407","Kathryn Lutz","SOUTH","Bangalore","P2778","table","home","7248.00","1","20.00","Card","Returned","5798.40"
"O10053","2024-05-20","C359","Corey Watson","EAST","Mumbai","P2869","laptop","electronics","27471.00","5","15.00","UPI","Completed","116751.75"
"O10053","2024-04-09","C250","Jeffrey Thompson","WEST","Chennai","P3247","t-shirt","fashion","575.00","3","20.00","Card","Completed","1380.00"
"O10053","2024-02-16","C240","Ms. Erika Key","SOUTH","Hyderabad","P3739","shoes","fashion","4041.00","2","0.00","COD","Completed","8082.00"
"O10053","2024-08-12","C322","adam barnes","WEST","Mumbai","P9031","phone","electronics","74528.00","5","15.00","UPI","Completed","316744.00"
"O10053","2024-07-23","C388","Richard Jones","EAST","Chennai","P9578","laptop","electronics","60524.00","2","15.00","COD","Completed","102890.80"
"O10054","2024-11-15","C260","Donna Harris","WEST","Chennai","P9940","phone","electronics","18652.00","2","0.00","UPI","Cancelled","37304.00"
"O10055","2024-09-20","C458","Donald Richardson","SOUTH","Kolkata","P3218","jeans","fashion","2411.00","5","10.00","UPI","Returned","10849.50"
"O10055","2024-10-10","C296","Krystal Watts","WEST","Bangalore","P7294","phone","electronics","49572.00","1","15.00","UPI","Returned","42136.20"
"O10056","2024-09-28","C269","Timothy Flores","WEST","Chennai","P7099","chair","home","1289.00","2","10.00","Card","Returned","2320.20"
"O10058","2024-01-31","C395","Cassidy Ryan","WEST","Mumbai","P2272","headphones","electronics","16767.00","2","20.00","COD","Completed","26827.20"
"O10059","2024-04-17","C270","Kelly Hunter","SOUTH","Kolkata","P5088","t-shirt","fashion","1713.00","2","0.00","UPI","Completed","3426.00"
"O10059","2024-06-22","C438","Jesus Gamble","WEST","Delhi","P7441","t-shirt","fashion","1648.00","1","5.00","Card","Returned","1565.60"
"O10060","2024-06-27","C121","Elizabeth Robinson","WEST","Bangalore","P4111","t-shirt","fashion","2638.00","2","20.00","Card","Completed","4220.80"
"O10060","2024-11-04","C116","Sarah Robinson","SOUTH","Bangalore","P4207","headphones","electronics","70302.00","2","15.00","UPI","Cancelled","119513.40"
"O10060","2024-08-26","C432","erika hughes","SOUTH","Bangalore","P4542","monitor","electronics","39003.00","3","15.00","Card","Completed","99457.65"
"O10060","2024-03-22","C171","Patrick Thomas","EAST","Hyderabad","P5752","lamp","home","6994.00","3","15.00","Card","Cancelled","17834.70"
"O10062","2024-11-05","C308","James Coffey","NORTH","Chennai","P6770","laptop","electronics","57303.00","3","10.00","UPI","Cancelled","154718.10"
"O10062","2024-08-26","C175","KRISTEN WELCH","WEST","Hyderabad","P8588","table","home",\N,"4","5.00","COD","Returned",\N
"O10063","2024-02-05","C426","Joy Taylor","NORTH","Mumbai","P3682","t-shirt","fashion","2108.00","3","15.00","UPI","Returned","5375.40"
"O10064","2024-06-03","C105","Daniel Johnson","WEST","Hyderabad","P4135","t-shirt","fashion","4295.00","2","5.00","UPI","Returned","8160.50"
"O10065","2024-02-09","C152","Ann Curry","NORTH","Bangalore","P1330","lamp","home","950.00","5","20.00","UPI","Cancelled","3800.00"
"O10065","2024-04-06","C324","Kevin Rhodes","NORTH","Mumbai","P2136","shoes","fashion","2272.00","5","10.00","COD","Completed","10224.00"
"O10065","2024-05-17","C190","Jessica Diaz","NORTH","Bangalore","P7627","shoes","fashion","3925.00","4","15.00","Card","Cancelled","13345.00"
"O10065","2024-12-19","C116","COURTNEY DYER","WEST","Hyderabad","P7928","table","home","5888.00","4","15.00","UPI","Returned","20019.20"
"O10067","2024-03-04","C129","Michelle Brown","NORTH","Mumbai","P4449","jacket","fashion","4389.00","1","20.00","Card","Cancelled","3511.20"
"O10068","2024-12-21","C326","Nicholas Green","NORTH","Delhi","P6682","jeans","fashion","1942.00","50","0.00","Card","Completed","97100.00"
"O10068","2024-02-22","C147","Paul Erickson","NORTH","Chennai","P9346","shoes","fashion","3676.00","4","5.00","COD","Cancelled","13968.80"
"O10069","2024-05-16","C321","Melissa Mercado","EAST","Mumbai","P4227","chair","home","1366.00","5","0.00","UPI","Cancelled","6830.00"
"O10070","2024-05-06","C379","Michele Brown","WEST","Bangalore","P2076","monitor","electronics","65855.00","1","5.00","Card","Cancelled","62562.25"
"O10070","2024-05-11","C241","Susan Thomas","SOUTH","Delhi","P2464","table","home","2174.00","5","10.00","COD","Cancelled","9783.00"
"O10071","2024-03-21","C278","Unknown","WEST","Delhi","P2859","sofa","home","2506.00","5","5.00","Card","Returned","11903.50"
"O10071","2024-09-30","C114","LISA EVANS","NORTH","Delhi","P7494","headphones","electronics","24487.00","1","0.00","Card","Completed","24487.00"
"O10071","2024-07-06","C124","Troy Chandler","NORTH","Hyderabad","P7556","jacket","fashion","1387.00","1","10.00","COD","Cancelled","1248.30"
"O10072","2024-11-01","C472","brenda neal","WEST","Hyderabad","P8921","headphones","electronics","49741.00","3","0.00","UPI","Cancelled","149223.00"
"O10073","2024-02-29","C295","Catherine Wang","NORTH","Delhi","P8590","table","home","9956.00","2","5.00","Card","Cancelled","18916.40"
"O10074","2024-10-09","C428","DUSTIN DOYLE","WEST","Hyderabad","P1060","table","home","6422.00","4","20.00","UPI","Cancelled","20550.40"
"O10074","2024-02-03","C169","Nathaniel Carter","NORTH","Delhi","P2547","sofa","home","5257.00","1","5.00","Card","Returned","4994.15"
"O10075","2024-04-22","C372","Mr. Jordan Perry DDS","WEST","Hyderabad","P5583","jacket","fashion","1091.00","3","10.00","UPI","Completed","2945.70"
"O10076","2024-01-29","C364","Alexis Riddle","NORTH","Bangalore","P3218","jacket","fashion","3218.00","4","20.00","Card","Cancelled","10297.60"
"O10078","2024-07-16","C381","Madison Potter","NORTH","Kolkata","P4100","lamp","home","471.00","2","0.00","UPI","Completed","942.00"
"O10078","2024-02-01","C149","Jonathan Davies","SOUTH","Kolkata","P7787","headphones","electronics","43717.00","4","20.00","UPI","Cancelled","139894.40"
"O10078","2024-10-17","C452","Marcus Costa","SOUTH","Unknown","P9915","table","home","5020.00","5","15.00","UPI","Completed","21335.00"
"O10079","2024-08-11","C268","lisa palmer","EAST","Kolkata","P1153","sofa","home","9431.00","4","20.00","UPI","Cancelled","30179.20"
"O10079","2024-12-01","C158","Jessica Foster","NORTH","Unknown","P2520","jacket","fashion","3432.00","1","20.00","Card","Completed","2745.60"
"O10079","2024-10-19","C254","donald ramirez","NORTH","Hyderabad","P7600","t-shirt","fashion","2668.00","2","10.00","COD","Cancelled","4802.40"
"O10080","2024-10-02","C113","Jason Mahoney","EAST","Bangalore","P7672","phone","electronics",\N,"2","10.00","COD","Cancelled",\N
"O10080","2024-07-27","C114","WILLIAM CAIN","NORTH","Hyderabad","P9607","headphones","electronics","33149.00","3","20.00","UPI","Completed","79557.60"
"O10081","2024-11-28","C301","Robert Tran","EAST","Mumbai","P1200","laptop","electronics","19252.00","5","15.00","UPI","Returned","81821.00"
"O10081","2024-01-03","C222","Richard Martin","NORTH","Hyderabad","P9607","jacket","fashion","3415.00","5","20.00","Card","Completed","13660.00"
"O10082","2024-03-06","C128","Unknown","SOUTH","Unknown","P3000","shoes","fashion","1821.00","4","5.00","Card","Cancelled","6919.80"
"O10082","2024-08-20","C493","Kimberly Phillips","NORTH","Delhi","P3497","phone","electronics","76765.00","2","10.00","Card","Completed","138177.00"
"O10083","2024-05-28","C427","Adam White","SOUTH","Delhi","P2256","phone","electronics","50667.00","4","20.00","Card","Cancelled","162134.40"
"O10084","2024-06-11","C392","Brent Robertson","NORTH","Hyderabad","P8442","monitor","electronics","6820.00","3","0.00","COD","Returned","20460.00"
"O10085","2024-08-26","C227","Michael Roman","WEST","Delhi","P2766","sofa","home","2661.00","5","0.00","COD","Cancelled","13305.00"
"O10087","2024-07-08","C250","Julie Blackburn","NORTH","Delhi","P2160","laptop","electronics","35038.00","3","10.00","Card","Cancelled","94602.60"
"O10087","2024-11-07","C158","Unknown","NORTH","Hyderabad","P4530","lamp","home","383.00","5","15.00","COD","Completed","1627.75"
"O10087","2024-03-19","C199","Unknown","NORTH","Mumbai","P6217","jeans","fashion","3551.00","2","10.00","UPI","Completed","6391.80"
"O10088","2024-08-21","C287","Heather Murphy MD","SOUTH","Kolkata","P2933","laptop","electronics","67984.00","1","20.00","COD","Cancelled","54387.20"
"O10088","2024-12-10","C454","Julie Cervantes","SOUTH","Kolkata","P3724","sofa","home","6103.00","1","0.00","Card","Cancelled","6103.00"
"O10088","2024-01-24","C384","Hayden Martinez","EAST","Hyderabad","P5807","phone","electronics","76359.00","1","10.00","Card","Completed","68723.10"
"O10088","2024-09-26","C209","Megan Nixon","SOUTH","Kolkata","P8070","sofa","home","5697.00","5","10.00","COD","Cancelled","25636.50"
"O10089","2024-11-14","C443","Tim Vaughn","WEST","Delhi","P1445","shoes","fashion","4502.00","2","15.00","UPI","Cancelled","7653.40"
"O10089","2024-11-11","C285","Stacie Cook","WEST","Unknown","P9387","phone","electronics","36208.00","3","15.00","Card","Cancelled","92330.40"
"O10091","2024-01-21","C377","Evan Aguilar","NORTH","Mumbai","P5586","laptop","electronics","30662.00","1","20.00","COD","Cancelled","24529.60"
"O10091","2024-12-07","C470","Kimberly Blevins","SOUTH","Mumbai","P8743","laptop","electronics","52686.00","3","0.00","COD","Completed","158058.00"
"O10092","2024-03-10","C284","Tina Fox","NORTH","Hyderabad","P4222","lamp","home","9722.00","1","5.00","COD","Cancelled","9235.90"
"O10093","2024-04-25","C410","edward schmidt","EAST","Unknown","P2705","t-shirt","fashion","4945.00","5","10.00","Card","Completed","22252.50"
"O10095","2024-12-30","C214","Christina Bond","WEST","Delhi","P9824","jacket","fashion","2903.00","1","0.00","Card","Cancelled","2903.00"
"O10097","2024-02-08","C173","Dr. Andrew Vargas","NORTH","Hyderabad","P2992","laptop","electronics","22203.00","3","10.00","COD","Completed","59948.10"
"O10097","2024-08-18","C295","sean pena","EAST","Chennai","P4893","table","home","8105.00","5","5.00","UPI","Returned","38498.75"
"O10100","2024-07-11","C402","Charles Allen","SOUTH","Hyderabad","P5471","laptop","electronics","44128.00","5","20.00","UPI","Cancelled","176512.00"
"O10102","2024-08-31","C384","Veronica Clark","WEST","Mumbai","P1941","shoes","fashion","4899.00","1","10.00","UPI","Returned","4409.10"
"O10103","2024-11-15","C247","Amy Lawson","NORTH","Delhi","P8414","jacket","fashion","1917.00","2","10.00","Card","Completed","3450.60"
"O10104","2024-06-21","C127","Hailey Brown","SOUTH","Delhi","P5441","laptop","electronics","49129.00","1","0.00","COD","Completed","49129.00"
"O10105","2024-10-30","C115","Carlos Cruz","NORTH","Delhi","P4244","phone","electronics","72142.00","5","5.00","COD","Completed","342674.50"
"O10105","2024-04-19","C421","Stacy Stone","NORTH","Bangalore","P7389","headphones","electronics","34809.00","3","10.00","COD","Cancelled","93984.30"
"O10107","2024-12-30","C216","Shannon Downs","EAST","Kolkata","P1888","jacket","fashion","4326.00","4","10.00","COD","Returned","15573.60"
"O10108","2024-11-27","C492","Suzanne Wilson","SOUTH","Delhi","P8569","sofa","home","8357.00","3","10.00","COD","Cancelled","22563.90"
"O10109","2024-08-17","C155","MELISSA RAMIREZ MD","EAST","Unknown","P6181","table","home","6570.00","3","5.00","COD","Completed","18724.50"
"O10110","2024-01-20","C157","Timothy Parsons","NORTH","Delhi","P3281","jacket","fashion","1848.00","4","20.00","UPI","Cancelled","5913.60"
"O10110","2024-06-16","C124","JENNIFER FERGUSON","WEST","Kolkata","P5142","lamp","home","4505.00","5","5.00","COD","Returned","21398.75"
"O10111","2024-06-28","C258","Adam Burke","NORTH","Mumbai","P4698","lamp","home","8331.00","4","5.00","COD","Cancelled","31657.80"
"O10111","2024-05-04","C380","Unknown","SOUTH","Unknown","P5272","headphones","electronics","54225.00","2","15.00","COD","Cancelled","92182.50"
"O10112","2024-04-03","C288","Adam Sullivan","SOUTH","Chennai","P6052","sofa","home","9086.00","2","-10.00","COD","Completed","19989.20"
"O10112","2024-08-24","C286","tina hall","WEST","Mumbai","P9213","headphones","electronics","15894.00","5","10.00","UPI","Completed","71523.00"
"O10113","2024-11-11","C439","Megan Banks","SOUTH","Mumbai","P2420","lamp","home","4743.00","3","20.00","COD","Completed","11383.20"
"O10113","2024-08-15","C107","chelsea green","SOUTH","Chennai","P7103","jacket","fashion","3621.00","2","0.00","Card","Returned","7242.00"
"O10114","2024-08-12","C438","Amy Clark","EAST","Unknown","P2555","laptop","electronics","9223.00","50","5.00","UPI","Completed","438092.50"
"O10114","2024-11-01","C140","Jenna Castro","WEST","Unknown","P2805","chair","home","4747.00","4","5.00","UPI","Completed","18038.60"
"O10115","2024-03-24","C500","Kimberly Marks","NORTH","Chennai","P8744","shoes","fashion","4108.00","4","0.00","Card","Returned","16432.00"
"O10116","2024-06-10","C152","Brian Winters","NORTH","Mumbai","P2844","laptop","electronics","59644.00","4","0.00","Card","Returned","238576.00"
"O10116","2024-09-07","C434","Unknown","SOUTH","Kolkata","P8904","lamp","home","9065.00","4","15.00","Card","Returned","30821.00"
"O10117","2024-10-21","C460","Victoria Wright","NORTH","Kolkata","P7075","laptop","electronics","7903.00","4","5.00","UPI","Returned","30031.40"
"O10118","2024-04-25","C294","Heather Gibson","SOUTH","Delhi","P8480","sofa","home","5294.00","5","20.00","Card","Completed","21176.00"
"O10120","2024-04-04","C203","SARA CARR","NORTH","Chennai","P8256","phone","electronics","37526.00","4","10.00","UPI","Completed","135093.60"
"O10122","2024-05-20","C150","David Newton","NORTH","Kolkata","P1112","jeans","fashion","3436.00","4","10.00","COD","Cancelled","12369.60"
"O10122","2024-04-06","C282","Sarah Pierce","WEST","Bangalore","P7125","phone","electronics","60244.00","4","10.00","COD","Returned","216878.40"
"O10123","2024-10-13","C136","Matthew Williams","NORTH","Delhi","P3284","chair","home",\N,"1","5.00","UPI","Returned",\N
"O10123","2024-10-30","C432","Jillian Mcgee","WEST","Delhi","P5506","phone","electronics","6815.00","1","20.00","UPI","Completed","5452.00"
"O10123","2024-02-28","C457","Patricia Rodriguez","NORTH","Bangalore","P5862","phone","electronics","23937.00","5","5.00","Card","Completed","113700.75"
"O10126","2024-11-15","C492","Alan Pitts","SOUTH","Bangalore","P3213","jeans","fashion","3592.00","4","5.00","UPI","Returned","13649.60"
"O10126","2024-11-06","C430","Unknown","SOUTH","Delhi","P6456","jacket","fashion","2608.00","1","10.00","COD","Returned","2347.20"
"O10126","2024-03-18","C159","Jason Perez","WEST","Delhi","P8862","monitor","electronics","14084.00","1","20.00","Card","Completed","11267.20"
"O10127","2024-11-14","C319","Kathleen Brown","NORTH","Mumbai","P3671","jacket","fashion","4641.00","4","10.00","UPI","Returned","16707.60"
"O10127","2024-10-23","C207","Stefanie Cisneros","WEST","Chennai","P5270","table","home","5001.00","4","5.00","UPI","Cancelled","19003.80"
"O10128","2024-11-20","C141","Leslie Jordan","NORTH","Chennai","P4681","shoes","fashion","2405.00","3","15.00","Card","Returned","6132.75"
"O10128","2024-04-22","C289","Richard Espinoza","EAST","Delhi","P8385","sofa","home","7305.00","2","20.00","COD","Returned","11688.00"
"O10129","2024-06-24","C140","Ann Smith","SOUTH","Bangalore","P5043","monitor","electronics","17651.00","3","10.00","UPI","Cancelled","47657.70"
"O10129","2024-01-29","C202","mark lee","SOUTH","Hyderabad","P5432","headphones","electronics","51451.00","1","10.00","UPI","Cancelled","46305.90"
"O10129","2024-05-11","C100","Michael Munoz","NORTH","Delhi","P6072","monitor","electronics","65855.00","4","5.00","COD","Cancelled","250249.00"
"O10131","2024-04-24","C277","Scott Ballard","SOUTH","Bangalore","P9038","sofa","home","7787.00","1","0.00","COD","Returned","7787.00"
"O10131","2024-06-14","C390","JEREMY CORDOVA","WEST","Chennai","P9412","sofa","home","9056.00","4","10.00","UPI","Returned","32601.60"
"O10132","2024-05-07","C243","Richard Klein","SOUTH","Mumbai","P4746","jacket","fashion","4334.00","5","20.00","UPI","Cancelled","17336.00"
"O10133","2024-03-23","C365","Aaron Marsh","NORTH","Bangalore","P6914","lamp","home","4242.00","1","15.00","UPI","Returned","3605.70"
"O10133","2024-09-21","C492","Stanley Whitehead","WEST","Hyderabad","P8799","table","home","1850.00","2","0.00","Card","Cancelled","3700.00"
"O10134","2024-06-21","C300","Jackson Lopez","WEST","Mumbai","P1874","phone","electronics","33992.00","4","10.00","UPI","Returned","122371.20"
"O10137","2024-08-21","C352","Kerry Allen","EAST","Hyderabad","P5250","shoes","fashion","2010.00","2","5.00","UPI","Completed","3819.00"
"O10141","2024-04-03","C422","Erik Ferguson","SOUTH","Delhi","P1709","shoes","fashion","3665.00","2","20.00","UPI","Completed","5864.00"
"O10142","2024-12-02","C292","Unknown","SOUTH","Hyderabad","P2271","lamp","home","3347.00","5","0.00","COD","Completed","16735.00"
"O10142","2024-10-29","C360","Charles Davis","SOUTH","Delhi","P5033","laptop","electronics","65095.00","4","10.00","UPI","Completed","234342.00"
"O10142","2024-12-22","C449","Annette Cline","EAST","Mumbai","P6408","monitor","electronics","50292.00","1","10.00","UPI","Returned","45262.80"
"O10142","2024-01-06","C464","Jerry Jones","NORTH","Bangalore","P8051","lamp","home","4983.00","5","10.00","UPI","Returned","22423.50"
"O10142","2024-12-04","C481","Barbara Schwartz","NORTH","Delhi","P8437","t-shirt","fashion","4536.00","5","20.00","Card","Cancelled","18144.00"
"O10144","2024-02-16","C467","Amber Cole MD","NORTH","Mumbai","P3316","t-shirt","fashion","3920.00","5","15.00","UPI","Returned","16660.00"
"O10144","2024-07-03","C324","Patricia Ferguson","WEST","Hyderabad","P4798","chair","home","8765.00","3","10.00","Card","Completed","23665.50"
"O10145","2024-03-28","C134","Erin Bailey","NORTH","Kolkata","P4890","jacket","fashion","1461.00","5","10.00","COD","Cancelled","6574.50"
"O10147","2024-08-11","C145","Robert Morris","WEST","Kolkata","P3804","sofa","home","4663.00","4","10.00","COD","Returned","16786.80"
"O10147","2024-11-20","C307","Alexander Hansen","SOUTH","Delhi","P5659","table","home","1406.00","3","0.00","Card","Cancelled","4218.00"
"O10147","2024-09-02","C116","Courtney Ballard","EAST","Kolkata","P8705","phone","electronics","79964.00","1","5.00","Card","Completed","75965.80"
"O10148","2024-05-10","C142","Dale Edwards","NORTH","Bangalore","P1660","jacket","fashion","1817.00","1","20.00","Card","Cancelled","1453.60"
"O10148","2024-02-07","C386","Unknown","EAST","Hyderabad","P7112","jeans","fashion","2994.00","2","0.00","UPI","Completed","5988.00"
"O10149","2024-11-13","C416","jennifer harris","NORTH","Mumbai","P5661","chair","home","7698.00","3","5.00","COD","Completed","21939.30"
"O10149","2024-11-03","C137","Edward Wilson","SOUTH","Hyderabad","P8273","monitor","electronics","46434.00","2","0.00","Card","Completed","92868.00"
"O10151","2024-04-21","C239","Unknown","NORTH","Delhi","P7639","laptop","electronics","35929.00","4","5.00","Card","Returned","136530.20"
"O10152","2024-07-15","C443","Sarah Jennings","SOUTH","Kolkata","P2858","chair","home","535.00","4","-10.00","UPI","Returned","2354.00"
"O10152","2024-05-23","C410","Alex Banks","NORTH","Bangalore","P4595","shoes","fashion","1697.00","1","15.00","UPI","Completed","1442.45"
"O10154","2024-12-24","C107","David Vega","NORTH","Kolkata","P1121","jeans","fashion","4829.00","3","0.00","COD","Returned","14487.00"
"O10154","2024-05-04","C428","mark davis","NORTH","Mumbai","P5298","lamp","home","2484.00","2","15.00","UPI","Completed","4222.80"
"O10155","2024-06-21","C270","John Evans","WEST","Unknown","P1205","monitor","electronics","55262.00","4","5.00","UPI","Cancelled","209995.60"
"O10155","2024-04-24","C347","Christina Rodriguez","SOUTH","Bangalore","P3250","sofa","home","8837.00","5","20.00","Card","Cancelled","35348.00"
"O10156","2024-01-08","C277","Angela Mccormick","SOUTH","Kolkata","P6608","headphones","electronics","31393.00","5","15.00","UPI","Cancelled","133420.25"
"O10157","2024-12-20","C410","April Schultz","WEST","Chennai","P1431","jacket","fashion","3736.00","2","20.00","Card","Completed","5977.60"
"O10157","2024-07-25","C295","april rios","WEST","Delhi","P1912","t-shirt","fashion","2626.00","2","15.00","Card","Cancelled","4464.20"
"O10157","2024-06-10","C150","Karen French","NORTH","Kolkata","P4835","laptop","electronics","78086.00","5","10.00","UPI","Cancelled","351387.00"
"O10157","2024-11-22","C176","Paul Washington","SOUTH","Mumbai","P6717","phone","electronics","69438.00","2","20.00","COD","Cancelled","111100.80"
