order_id,order_date,customer_id,customer_name,region,city,product_id,product_name,category,price,quantity,discount,payment_method,order_status,revenue
O10043,2024-11-04,C314,"Patricia Cantu",North,Kolkata,P1945,T-Shirt,Fashion,4792.00,4,10.00,UPI,Completed,17251.20
O10043,2024-04-09,C440,"Aaron Espinoza",South,Bangalore,P3715,Chair,Home,2452.00,5,10.00,UPI,Returned,0.00
O10043,2024-01-11,C388,"Amy Martin",North,Hyderabad,P6419,Phone,Electronics,39254.00,1,10.00,UPI,Returned,0.00
O10044,2024-03-29,C245,"Tony Jordan",North,Delhi,P2646,Laptop,Electronics,63654.00,4,20.00,Card,Completed,203692.80
O10044,2024-11-07,C125,"Charles White",South,Mumbai,P6233,T-Shirt,Fashion,4791.00,5,0.00,Card,Returned,0.00
O10046,2024-05-17,C116,"Miguel Riley",North,Kolkata,P5309,Shoes,Fashion,1417.00,1,20.00,COD,Cancelled,0.00
O10047,2024-12-06,C175,"Holly Nichols",North,Mumbai,P1227,Table,Home,7978.00,4,5.00,UPI,Completed,30316.40
O10047,2024-03-14,C328,"Cody King",South,Mumbai,P6464,Jeans,Fashion,3157.00,2,20.00,COD,Returned,0.00
O10047,2024-11-03,C198,"Sharon Zhang",East,Mumbai,P9799,Chair,Home,9660.00,3,5.00,UPI,Completed,27531.00
O10048,2024-08-19,C453,"Elizabeth Key",South,Bangalore,P2242,Sofa,Home,2090.00,2,15.00,COD,Returned,0.00
O10048,2024-05-30,C296,"Evelyn Kelly",West,Chennai,P4071,Sofa,Home,2896.00,4,10.00,UPI,Completed,10425.60
O10049,2024-06-18,C354,"Rachael Morris",North,Chennai,P9750,T-Shirt,Fashion,1085.00,1,5.00,COD,Returned,0.00
O10050,2024-04-05,C150,"Andrew Cox",North,Hyderabad,P9990,Headphones,Electronics,6237.00,3,10.00,UPI,Completed,16839.90
O10051,2024-08-18,C335,"Katherine Carlson",West,Hyderabad,P6413,Jeans,Fashion,1924.00,5,0.00,Card,Completed,9620.00
O10051,2024-06-04,C194,"Jonathan Cole",East,Mumbai,P9779,Chair,Home,9451.00,2,10.00,COD,Completed,17011.80
O10053,2024-04-28,C407,"Kathryn Lutz",South,Bangalore,P2778,Table,Home,7248.00,1,20.00,Card,Returned,0.00
O10053,2024-05-20,C359,"Corey Watson",East,Mumbai,P2869,Laptop,Electronics,27471.00,5,15.00,UPI,Completed,116751.75
O10053,2024-04-09,C250,"Jeffrey Thompson",West,Chennai,P3247,T-Shirt,Fashion,575.00,3,20.00,Card,Completed,1380.00
O10053,2024-02-16,C240,"Ms. Erika Key",South,Hyderabad,P3739,Shoes,Fashion,4041.00,2,0.00,COD,Completed,8082.00
O10053,2024-08-12,C322,"Adam Barnes",West,Mumbai,P9031,Phone,Electronics,74528.00,5,15.00,UPI,Completed,316744.00
O10053,2024-07-23,C388,"Richard Jones",East,Chennai,P9578,Laptop,Electronics,60524.00,2,15.00,COD,Completed,102890.80
O10054,2024-11-15,C260,"Donna Harris",West,Chennai,P9940,Phone,Electronics,18652.00,2,0.00,UPI,Cancelled,0.00
O10055,2024-09-20,C458,"Donald Richardson",South,Kolkata,P3218,Jeans,Fashion,2411.00,5,10.00,UPI,Returned,0.00
O10055,2024-10-10,C296,"Krystal Watts",West,Bangalore,P7294,Phone,Electronics,49572.00,1,15.00,UPI,Returned,0.00
O10056,2024-09-28,C269,"Timothy Flores",West,Chennai,P7099,Chair,Home,1289.00,2,10.00,Card,Returned,0.00
O10058,2024-01-31,C395,"Cassidy Ryan",West,Mumbai,P2272,Headphones,Electronics,16767.00,2,20.00,COD,Completed,26827.20
O10059,2024-04-17,C270,"Kelly Hunter",South,Kolkata,P5088,T-Shirt,Fashion,1713.00,2,0.00,UPI,Completed,3426.00
O10059,2024-06-22,C438,"Jesus Gamble",West,Delhi,P7441,T-Shirt,Fashion,1648.00,1,5.00,Card,Returned,0.00
O10060,2024-06-27,C121,"Elizabeth Robinson",West,Bangalore,P4111,T-Shirt,Fashion,2638.00,2,20.00,Card,Completed,4220.80
O10060,2024-11-04,C116,"Sarah Robinson",South,Bangalore,P4207,Headphones,Electronics,70302.00,2,15.00,UPI,Cancelled,0.00
O10060,2024-08-26,C432,"Erika Hughes",South,Bangalore,P4542,Monitor,Electronics,39003.00,3,15.00,Card,Completed,99457.65
O10060,2024-03-22,C171,"Patrick Thomas",East,Hyderabad,P5752,Lamp,Home,6994.00,3,15.00,Card,Cancelled,0.00
O10062,2024-11-05,C308,"James Coffey",North,Chennai,P6770,Laptop,Electronics,57303.00,3,10.00,UPI,Cancelled,0.00
O10063,2024-02-05,C426,"Joy Taylor",North,Mumbai,P3682,T-Shirt,Fashion,2108.00,3,15.00,UPI,Returned,0.00
O10064,2024-06-03,C105,"Daniel Johnson",West,Hyderabad,P4135,T-Shirt,Fashion,4295.00,2,5.00,UPI,Returned,0.00
O10065,2024-02-09,C152,"Ann Curry",North,Bangalore,P1330,Lamp,Home,950.00,5,20.00,UPI,Cancelled,0.00
O10065,2024-04-06,C324,"Kevin Rhodes",North,Mumbai,P2136,Shoes,Fashion,2272.00,5,10.00,COD,Completed,10224.00
O10065,2024-05-17,C190,"Jessica Diaz",North,Bangalore,P7627,Shoes,Fashion,3925.00,4,15.00,Card,Cancelled,0.00
O10065,2024-12-19,C116,"Courtney Dyer",West,Hyderabad,P7928,Table,Home,5888.00,4,15.00,UPI,Returned,0.00
O10067,2024-03-04,C129,"Michelle Brown",North,Mumbai,P4449,Jacket,Fashion,4389.00,1,20.00,Card,Cancelled,0.00
O10068,2024-12-21,C326,"Nicholas Green",North,Delhi,P6682,Jeans,Fashion,1942.00,50,0.00,Card,Completed,97100.00
O10068,2024-02-22,C147,"Paul Erickson",North,Chennai,P9346,Shoes,Fashion,3676.00,4,5.00,COD,Cancelled,0.00
O10069,2024-05-16,C321,"Melissa Mercado",East,Mumbai,P4227,Chair,Home,1366.00,5,0.00,UPI,Cancelled,0.00
O10070,2024-05-06,C379,"Michele Brown",West,Bangalore,P2076,Monitor,Electronics,65855.00,1,5.00,Card,Cancelled,0.00
O10070,2024-05-11,C241,"Susan Thomas",South,Delhi,P2464,Table,Home,2174.00,5,10.00,COD,Cancelled,0.00
O10071,2024-03-21,C278,Unknown,West,Delhi,P2859,Sofa,Home,2506.00,5,5.00,Card,Returned,0.00
O10071,2024-09-30,C114,"Lisa Evans",North,Delhi,P7494,Headphones,Electronics,24487.00,1,0.00,Card,Completed,24487.00
O10071,2024-07-06,C124,"Troy Chandler",North,Hyderabad,P7556,Jacket,Fashion,1387.00,1,10.00,COD,Cancelled,0.00
O10072,2024-11-01,C472,"Brenda Neal",West,Hyderabad,P8921,Headphones,Electronics,49741.00,3,0.00,UPI,Cancelled,0.00
O10073,2024-02-29,C295,"Catherine Wang",North,Delhi,P8590,Table,Home,9956.00,2,5.00,Card,Cancelled,0.00
O10074,2024-10-09,C428,"Dustin Doyle",West,Hyderabad,P1060,Table,Home,6422.00,4,20.00,UPI,Cancelled,0.00
O10074,2024-02-03,C169,"Nathaniel Carter",North,Delhi,P2547,Sofa,Home,5257.00,1,5.00,Card,Returned,0.00
O10075,2024-04-22,C372,"Mr. Jordan Perry Dds",West,Hyderabad,P5583,Jacket,Fashion,1091.00,3,10.00,UPI,Completed,2945.70
O10076,2024-01-29,C364,"Alexis Riddle",North,Bangalore,P3218,Jacket,Fashion,3218.00,4,20.00,Card,Cancelled,0.00
O10078,2024-07-16,C381,"Madison Potter",North,Kolkata,P4100,Lamp,Home,471.00,2,0.00,UPI,Completed,942.00
O10078,2024-02-01,C149,"Jonathan Davies",South,Kolkata,P7787,Headphones,Electronics,43717.00,4,20.00,UPI,Cancelled,0.00
O10078,2024-10-17,C452,"Marcus Costa",South,Unknown,P9915,Table,Home,5020.00,5,15.00,UPI,Completed,21335.00
O10079,2024-08-11,C268,"Lisa Palmer",East,Kolkata,P1153,Sofa,Home,9431.00,4,20.00,UPI,Cancelled,0.00
O10079,2024-12-01,C158,"Jessica Foster",North,Unknown,P2520,Jacket,Fashion,3432.00,1,20.00,Card,Completed,2745.60
O10079,2024-10-19,C254,"Donald Ramirez",North,Hyderabad,P7600,T-Shirt,Fashion,2668.00,2,10.00,COD,Cancelled,0.00
O10080,2024-07-27,C114,"William Cain",North,Hyderabad,P9607,Headphones,Electronics,33149.00,3,20.00,UPI,Completed,79557.60
O10081,2024-11-28,C301,"Robert Tran",East,Mumbai,P1200,Laptop,Electronics,19252.00,5,15.00,UPI,Returned,0.00
O10081,2024-01-03,C222,"Richard Martin",North,Hyderabad,P9607,Jacket,Fashion,3415.00,5,20.00,Card,Completed,13660.00
O10082,2024-03-06,C128,Unknown,South,Unknown,P3000,Shoes,Fashion,1821.00,4,5.00,Card,Cancelled,0.00
O10082,2024-08-20,C493,"Kimberly Phillips",North,Delhi,P3497,Phone,Electronics,76765.00,2,10.00,Card,Completed,138177.00
O10083,2024-05-28,C427,"Adam White",South,Delhi,P2256,Phone,Electronics,50667.00,4,20.00,Card,Cancelled,0.00
O10084,2024-06-11,C392,"Brent Robertson",North,Hyderabad,P8442,Monitor,Electronics,6820.00,3,0.00,COD,Returned,0.00
O10085,2024-08-26,C227,"Michael Roman",West,Delhi,P2766,Sofa,Home,2661.00,5,0.00,COD,Cancelled,0.00
O10087,2024-07-08,C250,"Julie Blackburn",North,Delhi,P2160,Laptop,Electronics,35038.00,3,10.00,Card,Cancelled,0.00
O10087,2024-11-07,C158,Unknown,North,Hyderabad,P4530,Lamp,Home,383.00,5,15.00,COD,Completed,1627.75
O10087,2024-03-19,C199,Unknown,North,Mumbai,P6217,Jeans,Fashion,3551.00,2,10.00,UPI,Completed,6391.80
O10088,2024-08-21,C287,"Heather Murphy Md",South,Kolkata,P2933,Laptop,Electronics,67984.00,1,20.00,COD,Cancelled,0.00
O10088,2024-12-10,C454,"Julie Cervantes",South,Kolkata,P3724,Sofa,Home,6103.00,1,0.00,Card,Cancelled,0.00
O10088,2024-01-24,C384,"Hayden Martinez",East,Hyderabad,P5807,Phone,Electronics,76359.00,1,10.00,Card,Completed,68723.10
O10088,2024-09-26,C209,"Megan Nixon",South,Kolkata,P8070,Sofa,Home,5697.00,5,10.00,COD,Cancelled,0.00
O10089,2024-11-14,C443,"Tim Vaughn",West,Delhi,P1445,Shoes,Fashion,4502.00,2,15.00,UPI,Cancelled,0.00
O10089,2024-11-11,C285,"Stacie Cook",West,Unknown,P9387,Phone,Electronics,36208.00,3,15.00,Card,Cancelled,0.00
O10091,2024-01-21,C377,"Evan Aguilar",North,Mumbai,P5586,Laptop,Electronics,30662.00,1,20.00,COD,Cancelled,0.00
O10091,2024-12-07,C470,"Kimberly Blevins",South,Mumbai,P8743,Laptop,Electronics,52686.00,3,0.00,COD,Completed,158058.00
O10092,2024-03-10,C284,"Tina Fox",North,Hyderabad,P4222,Lamp,Home,9722.00,1,5.00,COD,Cancelled,0.00
O10093,2024-04-25,C410,"Edward Schmidt",East,Unknown,P2705,T-Shirt,Fashion,4945.00,5,10.00,Card,Completed,22252.50
O10095,2024-12-30,C214,"Christina Bond",West,Delhi,P9824,Jacket,Fashion,2903.00,1,0.00,Card,Cancelled,0.00
O10097,2024-02-08,C173,"Dr. Andrew Vargas",North,Hyderabad,P2992,Laptop,Electronics,22203.00,3,10.00,COD,Completed,59948.10
O10097,2024-08-18,C295,"Sean Pena",East,Chennai,P4893,Table,Home,8105.00,5,5.00,UPI,Returned,0.00
O10100,2024-07-11,C402,"Charles Allen",South,Hyderabad,P5471,Laptop,Electronics,44128.00,5,20.00,UPI,Cancelled,0.00
O10102,2024-08-31,C384,"Veronica Clark",West,Mumbai,P1941,Shoes,Fashion,4899.00,1,10.00,UPI,Returned,0.00
O10103,2024-11-15,C247,"Amy Lawson",North,Delhi,P8414,Jacket,Fashion,1917.00,2,10.00,Card,Completed,3450.60
O10104,2024-06-21,C127,"Hailey Brown",South,Delhi,P5441,Laptop,Electronics,49129.00,1,0.00,COD,Completed,49129.00
O10105,2024-10-30,C115,"Carlos Cruz",North,Delhi,P4244,Phone,Electronics,72142.00,5,5.00,COD,Completed,342674.50
O10105,2024-04-19,C421,"Stacy Stone",North,Bangalore,P7389,Headphones,Electronics,34809.00,3,10.00,COD,Cancelled,0.00
O10107,2024-12-30,C216,"Shannon Downs",East,Kolkata,P1888,Jacket,Fashion,4326.00,4,10.00,COD,Returned,0.00
O10108,2024-11-27,C492,"Suzanne Wilson",South,Delhi,P8569,Sofa,Home,8357.00,3,10.00,COD,Cancelled,0.00
O10109,2024-08-17,C155,"Melissa Ramirez Md",East,Unknown,P6181,Table,Home,6570.00,3,5.00,COD,Completed,18724.50
O10110,2024-01-20,C157,"Timothy Parsons",North,Delhi,P3281,Jacket,Fashion,1848.00,4,20.00,UPI,Cancelled,0.00
O10110,2024-06-16,C124,"Jennifer Ferguson",West,Kolkata,P5142,Lamp,Home,4505.00,5,5.00,COD,Returned,0.00
O10111,2024-06-28,C258,"Adam Burke",North,Mumbai,P4698,Lamp,Home,8331.00,4,5.00,COD,Cancelled,0.00
O10111,2024-05-04,C380,Unknown,South,Unknown,P5272,Headphones,Electronics,54225.00,2,15.00,COD,Cancelled,0.00
O10112,2024-04-03,C288,"Adam Sullivan",South,Chennai,P6052,Sofa,Home,9086.00,2,-10.00,COD,Completed,19989.20
O10112,2024-08-24,C286,"Tina Hall",West,Mumbai,P9213,Headphones,Electronics,15894.00,5,10.00,UPI,Completed,71523.00
O10113,2024-11-11,C439,"Megan Banks",South,Mumbai,P2420,Lamp,Home,4743.00,3,20.00,COD,Completed,11383.20
O10113,2024-08-15,C107,"Chelsea Green",South,Chennai,P7103,Jacket,Fashion,3621.00,2,0.00,Card,Returned,0.00
O10114,2024-08-12,C438,"Amy Clark",East,Unknown,P2555,Laptop,Electronics,9223.00,50,5.00,UPI,Completed,438092.50
O10114,2024-11-01,C140,"Jenna Castro",West,Unknown,P2805,Chair,Home,4747.00,4,5.00,UPI,Completed,18038.60
O10115,2024-03-24,C500,"Kimberly Marks",North,Chennai,P8744,Shoes,Fashion,4108.00,4,0.00,Card,Returned,0.00
O10116,2024-06-10,C152,"Brian Winters",North,Mumbai,P2844,Laptop,Electronics,59644.00,4,0.00,Card,Returned,0.00
O10116,2024-09-07,C434,Unknown,South,Kolkata,P8904,Lamp,Home,9065.00,4,15.00,Card,Returned,0.00
O10117,2024-10-21,C460,"Victoria Wright",North,Kolkata,P7075,Laptop,Electronics,7903.00,4,5.00,UPI,Returned,0.00
O10118,2024-04-25,C294,"Heather Gibson",South,Delhi,P8480,Sofa,Home,5294.00,5,20.00,Card,Completed,21176.00
O10120,2024-04-04,C203,"Sara Carr",North,Chennai,P8256,Phone,Electronics,37526.00,4,10.00,UPI,Completed,135093.60
O10122,2024-05-20,C150,"David Newton",North,Kolkata,P1112,Jeans,Fashion,3436.00,4,10.00,COD,Cancelled,0.00
O10122,2024-04-06,C282,"Sarah Pierce",West,Bangalore,P7125,Phone,Electronics,60244.00,4,10.00,COD,Returned,0.00
O10123,2024-10-30,C432,"Jillian Mcgee",West,Delhi,P5506,Phone,Electronics,6815.00,1,20.00,UPI,Completed,5452.00
O10123,2024-02-28,C457,"Patricia Rodriguez",North,Bangalore,P5862,Phone,Electronics,23937.00,5,5.00,Card,Completed,113700.75
O10126,2024-11-15,C492,"Alan Pitts",South,Bangalore,P3213,Jeans,Fashion,3592.00,4,5.00,UPI,Returned,0.00
O10126,2024-11-06,C430,Unknown,South,Delhi,P6456,Jacket,Fashion,2608.00,1,10.00,COD,Returned,0.00
O10126,2024-03-18,C159,"Jason Perez",West,Delhi,P8862,Monitor,Electronics,14084.00,1,20.00,Card,Completed,11267.20
O10127,2024-11-14,C319,"Kathleen Brown",North,Mumbai,P3671,Jacket,Fashion,4641.00,4,10.00,UPI,Returned,0.00
O10127,2024-10-23,C207,"Stefanie Cisneros",West,Chennai,P5270,Table,Home,5001.00,4,5.00,UPI,Cancelled,0.00
O10128,2024-11-20,C141,"Leslie Jordan",North,Chennai,P4681,Shoes,Fashion,2405.00,3,15.00,Card,Returned,0.00
O10128,2024-04-22,C289,"Richard Espinoza",East,Delhi,P8385,Sofa,Home,7305.00,2,20.00,COD,Returned,0.00
O10129,2024-06-24,C140,"Ann Smith",South,Bangalore,P5043,Monitor,Electronics,17651.00,3,10.00,UPI,Cancelled,0.00
O10129,2024-01-29,C202,"Mark Lee",South,Hyderabad,P5432,Headphones,Electronics,51451.00,1,10.00,UPI,Cancelled,0.00
O10129,2024-05-11,C100,"Michael Munoz",North,Delhi,P6072,Monitor,Electronics,65855.00,4,5.00,COD,Cancelled,0.00
O10131,2024-04-24,C277,"Scott Ballard",South,Bangalore,P9038,Sofa,Home,7787.00,1,0.00,COD,Returned,0.00
O10131,2024-06-14,C390,"Jeremy Cordova",West,Chennai,P9412,Sofa,Home,9056.00,4,10.00,UPI,Returned,0.00
O10132,2024-05-07,C243,"Richard Klein",South,Mumbai,P4746,Jacket,Fashion,4334.00,5,20.00,UPI,Cancelled,0.00
O10133,2024-03-23,C365,"Aaron Marsh",North,Bangalore,P6914,Lamp,Home,4242.00,1,15.00,UPI,Returned,0.00
O10133,2024-09-21,C492,"Stanley Whitehead",West,Hyderabad,P8799,Table,Home,1850.00,2,0.00,Card,Cancelled,0.00
O10134,2024-06-21,C300,"Jackson Lopez",West,Mumbai,P1874,Phone,Electronics,33992.00,4,10.00,UPI,Returned,0.00
O10137,2024-08-21,C352,"Kerry Allen",East,Hyderabad,P5250,Shoes,Fashion,2010.00,2,5.00,UPI,Completed,3819.00
O10141,2024-04-03,C422,"Erik Ferguson",South,Delhi,P1709,Shoes,Fashion,3665.00,2,20.00,UPI,Completed,5864.00
O10142,2024-12-02,C292,Unknown,South,Hyderabad,P2271,Lamp,Home,3347.00,5,0.00,COD,Completed,16735.00
O10142,2024-10-29,C360,"Charles Davis",South,Delhi,P5033,Laptop,Electronics,65095.00,4,10.00,UPI,Completed,234342.00
O10142,2024-12-22,C449,"Annette Cline",East,Mumbai,P6408,Monitor,Electronics,50292.00,1,10.00,UPI,Returned,0.00
O10142,2024-01-06,C464,"Jerry Jones",North,Bangalore,P8051,Lamp,Home,4983.00,5,10.00,UPI,Returned,0.00
O10142,2024-12-04,C481,"Barbara Schwartz",North,Delhi,P8437,T-Shirt,Fashion,4536.00,5,20.00,Card,Cancelled,0.00
O10144,2024-02-16,C467,"Amber Cole Md",North,Mumbai,P3316,T-Shirt,Fashion,3920.00,5,15.00,UPI,Returned,0.00
O10144,2024-07-03,C324,"Patricia Ferguson",West,Hyderabad,P4798,Chair,Home,8765.00,3,10.00,Card,Completed,23665.50
O10145,2024-03-28,C134,"Erin Bailey",North,Kolkata,P4890,Jacket,Fashion,1461.00,5,10.00,COD,Cancelled,0.00
O10147,2024-08-11,C145,"Robert Morris",West,Kolkata,P3804,Sofa,Home,4663.00,4,10.00,COD,Returned,0.00
O10147,2024-11-20,C307,"Alexander Hansen",South,Delhi,P5659,Table,Home,1406.00,3,0.00,Card,Cancelled,0.00
O10147,2024-09-02,C116,"Courtney Ballard",East,Kolkata,P8705,Phone,Electronics,79964.00,1,5.00,Card,Completed,75965.80
O10148,2024-05-10,C142,"Dale Edwards",North,Bangalore,P1660,Jacket,Fashion,1817.00,1,20.00,Card,Cancelled,0.00
O10148,2024-02-07,C386,Unknown,East,Hyderabad,P7112,Jeans,Fashion,2994.00,2,0.00,UPI,Completed,5988.00
O10149,2024-11-13,C416,"Jennifer Harris",North,Mumbai,P5661,Chair,Home,7698.00,3,5.00,COD,Completed,21939.30
O10149,2024-11-03,C137,"Edward Wilson",South,Hyderabad,P8273,Monitor,Electronics,46434.00,2,0.00,Card,Completed,92868.00
O10151,2024-04-21,C239,Unknown,North,Delhi,P7639,Laptop,Electronics,35929.00,4,5.00,Card,Returned,0.00
O10152,2024-07-15,C443,"Sarah Jennings",South,Kolkata,P2858,Chair,Home,535.00,4,-10.00,UPI,Returned,0.00
O10152,2024-05-23,C410,"Alex Banks",North,Bangalore,P4595,Shoes,Fashion,1697.00,1,15.00,UPI,Completed,1442.45
O10154,2024-12-24,C107,"David Vega",North,Kolkata,P1121,Jeans,Fashion,4829.00,3,0.00,COD,Returned,0.00
O10154,2024-05-04,C428,"Mark Davis",North,Mumbai,P5298,Lamp,Home,2484.00,2,15.00,UPI,Completed,4222.80
O10155,2024-06-21,C270,"John Evans",West,Unknown,P1205,Monitor,Electronics,55262.00,4,5.00,UPI,Cancelled,0.00
O10155,2024-04-24,C347,"Christina Rodriguez",South,Bangalore,P3250,Sofa,Home,8837.00,5,20.00,Card,Cancelled,0.00
O10156,2024-01-08,C277,"Angela Mccormick",South,Kolkata,P6608,Headphones,Electronics,31393.00,5,15.00,UPI,Cancelled,0.00
O10157,2024-12-20,C410,"April Schultz",West,Chennai,P1431,Jacket,Fashion,3736.00,2,20.00,Card,Completed,5977.60
O10157,2024-07-25,C295,"April Rios",West,Delhi,P1912,T-Shirt,Fashion,2626.00,2,15.00,Card,Cancelled,0.00
O10157,2024-06-10,C150,"Karen French",North,Kolkata,P4835,Laptop,Electronics,78086.00,5,10.00,UPI,Cancelled,0.00
O10157,2024-11-22,C176,"Paul Washington",South,Mumbai,P6717,Phone,Electronics,69438.00,2,20.00,COD,Cancelled,0.00
O10157,2024-10-03,C258,"Laura Savage",East,Mumbai,P8638,Table,Home,9296.00,1,5.00,Card,Returned,0.00
O10157,2024-12-16,C320,"Ryan Juarez",East,Bangalore,P9132,Jacket,Fashion,2880.00,1,5.00,COD,Returned,0.00
O10157,2024-12-29,C256,"Tyler Mitchell",West,Bangalore,P9718,Chair,Home,2427.00,4,15.00,UPI,Returned,0.00
O10158,2024-12-18,C233,"Jacqueline Davis",North,Unknown,P8253,Shoes,Fashion,2441.00,3,0.00,COD,Returned,0.00
O10159,2024-06-11,C199,"Victor Roberts Md",West,Delhi,P6415,Table,Home,4051.00,4,10.00,COD,Returned,0.00
O10160,2024-05-02,C455,"Lawrence Moore",South,Mumbai,P1877,Jacket,Fashion,991.00,4,-10.00,COD,Completed,4360.40
O10162,2024-12-24,C347,"Craig Stanton",East,Bangalore,P2424,Laptop,Electronics,17247.00,5,15.00,UPI,Completed,73299.75
O10163,2024-02-21,C137,"Robert Hampton",South,Hyderabad,P3248,Headphones,Electronics,27843.00,3,0.00,COD,Completed,83529.00
O10163,2024-06-14,C323,"Pamela Madden",South,Kolkata,P6458,Phone,Electronics,60008.00,2,15.00,UPI,Returned,0.00
O10165,2024-04-19,C181,"Sydney Nelson",East,Mumbai,P8717,Sofa,Home,4541.00,4,15.00,Card,Completed,15439.40
O10166,2024-11-04,C443,"Robin Jones Dds",North,Mumbai,P2366,Shoes,Fashion,3167.00,4,15.00,COD,Returned,0.00
